Source_RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class,Anomaly_Evidence,Recommended_Action
9081,711,France,Female,81,6,0.0,2,1,1,72276.24,0,1,1,1,1,0,-0.5487417350380301,26.253614790017018,1,1,1.237280824988315,1,1,Both families,4.012307460247513,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9107,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1,0,0,0,0,1,-0.5806742969237164,18.74757533960464,0,0,1.0812241961385551,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9113,735,France,Male,73,9,0.0,1,1,1,114283.33,0,1,1,1,1,1,-0.5875899098395908,20.84438325919031,0,1,1.2114477942198318,1,1,Both families,3.2494787346370995,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9139,578,France,Male,59,10,185966.64,1,0,0,9445.42,1,0,0,0,0,1,-0.6053383048374098,13.953816163428549,0,1,1.3717288808188288,0,1,Multivariate only,1.9145284648188758,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9154,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1,0,0,0,0,1,-0.5629533878064715,15.493269578764341,0,0,1.1536046209955546,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9172,411,France,Female,54,9,0.0,1,0,1,76621.49,0,0,0,0,0,1,-0.575278369134063,14.160377686660887,0,1,1.3285649990815727,0,1,Multivariate only,2.4783507699232223,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9211,382,Spain,Male,36,0,0.0,1,1,1,179540.73,1,1,1,0,0,1,-0.5938844718692698,15.89626968100753,0,1,1.5989798759049183,1,1,Both families,2.77840726554201,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9216,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1,0,0,0,0,1,-0.6120078759986863,33.88918168673973,1,0,1.0901524235399251,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9224,543,France,Female,67,0,128843.67,1,1,1,134612.48,0,1,1,0,0,1,-0.5827719981366455,15.142265363575305,0,0,1.1366058635754026,1,1,Both families,2.6773571904292894,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9233,618,France,Female,49,9,44301.43,3,1,1,89729.3,1,0,0,0,0,1,-0.5615638638095495,12.56291252402878,0,0,0.997267409739087,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9256,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1,0,0,0,0,1,-0.6397873641583649,34.20194848889193,1,1,1.2410028438985814,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9265,414,Spain,Male,60,3,0.0,2,1,1,93844.82,0,0,0,0,0,1,-0.5691091466887518,14.420794849701043,0,1,1.4282218669728575,0,1,Multivariate only,2.4473104427902443,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9293,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0,1,1,1,1,1,-0.6555202096521665,31.028346527931866,1,1,1.589202101338356,1,1,Both families,3.344832325338401,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9310,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0,1,1,1,1,0,-0.5409473413492918,25.206247765023345,1,0,1.1161599230959807,1,1,Both families,4.203014641650117,0,1,3,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
9317,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,1,0,0,0,0,1,-0.585508231198281,17.536526419933868,0,0,1.0504088793332582,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9319,668,Spain,Female,69,9,0.0,1,0,1,134483.07,0,1,1,0,0,1,-0.5749259068326892,17.19496213066389,0,0,1.198530145666995,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9324,644,France,Male,50,9,76817.0,4,1,0,196371.13,1,0,0,0,0,1,-0.6286053167087018,33.20389718743479,1,0,1.1019076358696434,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9325,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0,1,1,1,1,1,-0.5859111289250831,21.237671520327773,0,0,1.1675121877430903,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9334,755,France,Female,78,5,121206.96,1,1,1,76016.49,0,1,1,1,1,0,-0.5492783224527108,21.190918699774297,0,0,1.0581047090316897,1,0,Univariate only,3.7262466881436076,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9357,373,France,Male,42,7,0.0,1,1,0,77786.37,1,1,1,0,0,0,-0.5349857243515262,12.100667931511703,0,0,1.139639180688631,1,0,Univariate only,2.871528246940944,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
9371,561,France,Male,43,4,0.0,4,0,0,18522.91,1,0,0,0,0,1,-0.5879901560483791,26.294611576336198,1,0,1.1810050885398433,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9392,846,Spain,Male,61,0,0.0,2,1,1,96202.44,0,0,0,0,0,1,-0.5902506680064739,15.835474499903578,0,1,1.2438051389195204,0,1,Multivariate only,2.105235646221479,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9403,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0,1,1,0,0,1,-0.5855684844256399,16.860811424784696,0,1,1.222645842252935,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9412,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1,0,0,0,0,1,-0.5710473891769694,26.313438895724577,1,0,1.004836842659209,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9426,687,Spain,Female,72,4,0.0,2,1,1,50267.69,0,1,1,1,1,0,-0.549440289657346,17.706315960605796,0,0,1.0603838751404657,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9429,737,France,Female,70,9,87542.89,2,1,1,42576.86,0,1,1,0,0,1,-0.5734727664902569,18.2450178723414,0,1,1.2219124263229728,1,1,Both families,2.9634179625331942,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9439,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1,1,1,0,0,1,-0.5822519070965793,22.28591718681269,0,0,1.0885784495764288,1,1,Both families,2.52705661927622,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9441,593,Spain,Male,27,10,0.0,3,0,0,94620.0,1,0,0,0,0,1,-0.5710309079787513,11.749882308780128,0,1,1.5065958408182945,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9473,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0,1,1,1,1,1,-0.6181004310526192,22.00635926386909,0,1,1.2513116582936148,1,1,Both families,3.344832325338401,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9491,624,France,Male,80,3,0.0,1,1,1,65801.44,0,1,1,1,1,1,-0.5676832818092563,25.13751267278571,1,1,1.2218522126743665,1,1,Both families,3.916953869546211,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9541,727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1,0,0,0,0,1,-0.5854039350156114,31.47421617616964,1,0,1.0588410372474306,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9556,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,1,1,1,1,1,1,-0.5936416366625253,19.582775907286223,0,0,1.1705143512116212,1,1,Both families,3.1541251439357976,1,0,3,C: Risk Signal — ARM Profile Overlap,An anomaly flag overlaps a Phase 3 churn-associated engagement profile.,"Validate out of time, then test re-engagement / relationship-depth actions."
9566,582,France,Female,38,9,135979.01,4,1,1,76582.95,1,0,0,0,0,1,-0.5960393313705996,33.081157679507484,1,0,1.05741343221442,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9588,719,Germany,Female,76,10,95052.29,1,1,0,176244.87,0,1,1,1,1,1,-0.5941325910316525,23.219857252484513,1,1,1.2526749197441025,1,1,Both families,3.5355395067410043,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9590,632,France,Male,71,3,83116.68,1,1,1,27597.76,0,1,1,1,1,0,-0.5431983856270425,15.419975112601582,0,0,1.08973731541548,1,0,Univariate only,3.058771553234496,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9611,455,France,Male,40,1,0.0,3,0,1,129975.34,0,0,0,0,0,1,-0.5807623525726605,14.462269742599968,0,1,1.906209326379329,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9625,350,France,Female,40,0,111098.85,1,1,1,172321.21,1,1,1,1,1,1,-0.5756593072907877,14.638256184528831,0,1,1.5371909761620146,1,1,Both families,3.1095040882937757,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9647,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1,1,1,1,1,1,-0.6136724362278327,21.154182696985785,0,1,1.2357577230849515,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9672,649,Germany,Male,78,4,68345.86,2,1,1,142566.75,0,1,1,1,1,1,-0.5623306263730402,22.334087303713293,0,0,1.074484345091237,1,1,Both families,3.7262466881436076,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9689,850,France,Male,68,5,169445.4,1,1,1,186335.07,0,1,1,0,0,1,-0.6197983605704164,19.28715867990524,0,1,1.30435446465187,1,1,Both families,2.772710781130591,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9717,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1,0,0,0,0,1,-0.569743930451994,15.874891150497646,0,0,1.1694204227878668,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9735,667,Germany,Male,70,3,77356.92,2,1,1,20881.96,0,1,1,0,0,1,-0.566268624330817,16.61260942034008,0,0,1.1199910729304328,1,1,Both families,2.9634179625331942,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9737,659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0,1,1,1,1,1,-0.5690294960750918,22.01899404563608,0,0,1.2071682106123602,1,1,Both families,3.7262466881436076,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9748,610,Germany,Female,69,5,86038.21,3,0,0,192743.06,1,1,1,0,0,1,-0.6091693609118155,26.417864592532887,1,1,1.2451735832323472,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9762,807,Germany,Female,60,1,72948.58,2,1,1,17355.36,0,0,0,0,0,1,-0.5788232657173193,13.819779567457491,0,0,1.1485742134007553,0,1,Multivariate only,2.0098820555201775,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9766,445,France,Male,64,2,136770.67,1,0,1,43678.06,0,1,1,0,0,1,-0.5786494993492629,15.068129104779905,0,0,1.0917727014058578,1,1,Both families,2.391296418325384,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
9895,521,France,Female,77,6,0.0,2,1,1,49054.1,0,1,1,1,1,1,-0.5797650534995563,23.783258396715606,1,1,1.2785332386368755,1,1,Both families,3.630893097442306,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9931,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0,0,0,0,0,1,-0.5695813409780883,13.471807420385032,0,0,1.1265978548753388,0,1,Multivariate only,2.333495909969325,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9937,609,France,Male,77,1,0.0,1,0,1,18708.76,0,1,1,1,1,1,-0.6001191401412563,25.07201577603528,1,1,1.252311774986647,1,1,Both families,3.630893097442306,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
